franchise,name,role,alloc_mpg,a,expected_team_game_minutes,expected_gp,gp_lo,gp_hi,high_uncertainty,pid,key
MEM,Cam Spencer,rotation,29.5,0.6420373027259685,18.94010043041607,66.0,54.0,76.0,True,1642285.0,1642285
MEM,Zach Edey,starter,33.3,0.4103299856527977,13.663988522238162,58.0,45.0,71.0,True,1641744.0,1641744
MEM,Ty Jerome,starter,28.5,0.4084913188812131,11.642002588114574,60.0,47.0,72.0,True,1629660.0,1629660
MEM,Taylor Hendricks,rotation,25.2,0.44938189107918475,11.324423655195455,58.0,43.0,72.0,True,1641707.0,1641707
MEM,Kris Murray,deep,30.4,0.35,10.639999999999999,62.0,48.0,73.0,True,1631200.0,1631200
MEM,Scotty Pippen Jr.,rotation,25.6,0.3738360952500168,9.570204038400432,60.0,47.0,73.0,True,1630590.0,1630590
MEM,Jahmai Mashack,deep,27.3,0.27999999999999997,7.643999999999999,47.0,30.0,64.0,True,1642942.0,1642942
MEM,GG Jackson II,deep,26.8,0.22400000000000003,6.003200000000001,41.0,23.0,58.0,True,1641713.0,1641713
MEM,Walter Clayton,deep,26.0,0.17920000000000003,4.6592,34.0,17.0,50.0,True,1642383.0,1642383
MEM,Javon Small,deep,25.5,0.14336000000000002,3.6556800000000003,23.0,10.0,37.0,True,1642914.0,1642914
MEM,Kentavious Caldwell-Pope,deep,25.2,0.11468800000000003,2.8901376000000005,17.0,8.0,29.0,True,203484.0,203484
MEM,Quinten Post,deep,24.3,0.09175040000000002,2.2295347200000006,16.0,6.0,27.0,True,1642366.0,1642366
MEM,Olivier-Maxence Prosper,deep,23.7,0.08,1.896,16.0,6.0,27.0,True,1641765.0,1641765
MEM,D'Angelo Russell,deep,23.5,0.08,1.8800000000000001,16.0,6.0,27.0,True,1626156.0,1626156
MEM,Carson Cooper,deep,15.0,0.08,1.2,15.0,6.0,27.0,False,,name::MEM::carson cooper
MEM,Karim López,deep,15.0,0.08,1.2,16.0,6.0,27.0,False,,name::MEM::karim lópez
MEM,Richie Saunders,deep,15.0,0.08,1.2,15.0,6.0,27.0,False,,name::MEM::richie saunders
MEM,AJ Johnson,deep,14.0,0.08,1.12,15.0,6.0,27.0,False,1642358.0,1642358
MEM,Taj Gibson,deep,6.7,0.08,0.536,16.0,6.0,27.0,False,201959.0,201959
MIA,Bam Adebayo,starter,36.5,0.8975151830615702,32.75930418174731,69.0,58.0,77.0,True,1628389.0,1628389
MIA,Davion MItchell,starter,33.2,0.8915424623847047,29.5992097511722,68.0,60.0,77.0,True,1630558.0,1630558
MIA,Andrew Wiggins,starter,33.6,0.7954778394580676,26.72805540579107,63.0,52.0,74.0,True,203952.0,203952
MIA,Tim Hardaway Jr.,rotation,27.5,0.9094443059678219,25.009718414115103,69.0,58.0,78.0,True,203501.0,203501
MIA,Pelle Larsson,starter,31.8,0.7855093256814921,24.97919655667145,67.0,57.0,76.0,True,1641796.0,1641796
MIA,Giannis Antetokounmpo,starter,34.2,0.7222788786756819,24.70193765070832,58.0,44.0,71.0,True,203507.0,203507
MIA,Bobby Portis,rotation,26.8,0.8118723516328997,21.758179023761713,62.0,49.0,74.0,True,1626171.0,1626171
MIA,Nate Ament,rotation,23.5,0.72,16.919999999999998,63.0,50.0,73.0,True,,name::MIA::nate ament
MIA,Nikola Jović,rotation,21.8,0.5145975561611122,11.218226724312247,50.0,35.0,66.0,True,1631107.0,1631107
MIA,Dru Smith,rotation,20.9,0.4301994164829133,8.991167804492887,62.0,49.0,74.0,True,1630696.0,1630696
MIA,Simone Fontecchio,deep,20.5,0.35,7.175,64.0,52.0,75.0,True,1631323.0,1631323
MIA,Ryan Conwell,deep,13.9,0.27999999999999997,3.892,42.0,25.0,59.0,True,,name::MIA::ryan conwell
MIA,Tre Donaldson,deep,13.9,0.22400000000000003,3.1136000000000004,33.0,16.0,51.0,True,,name::MIA::tre donaldson
MIA,Myron Gardner,deep,13.4,0.17920000000000003,2.4012800000000003,28.0,14.0,44.0,True,1642066.0,1642066
MIA,Vladislav Goldin,deep,7.0,0.10975609756097561,0.7682926829268293,17.0,7.0,30.0,False,1642884.0,1642884
MIL,Jaime Jaquez Jr.,rotation,32.0,0.8822808776032965,28.23298808330549,67.0,55.0,76.0,True,1631170.0,1631170
MIL,Myles Turner,starter,30.3,0.8321901965682075,25.215362956016687,66.0,56.0,76.0,True,1626167.0,1626167
MIL,Kevin Porter Jr.,starter,37.3,0.6527415612077068,24.34726023304746,58.0,44.0,71.0,True,1629645.0,1629645
MIL,Kyle Kuzma,rotation,27.8,0.8314084259503449,23.11315424141959,62.0,50.0,74.0,True,1628398.0,1628398
MIL,Kel'el Ware,starter,26.2,0.8737446197991392,22.892109038737445,69.0,58.0,77.0,True,1642276.0,1642276
MIL,Tyler Herro,starter,34.2,0.6552861653443011,22.410786854775097,56.0,42.0,69.0,True,1629639.0,1629639
MIL,Ryan Rollins,starter,35.6,0.5954859272240571,21.199299009176436,69.0,59.0,77.0,True,1631157.0,1631157
MIL,Caris LeVert,rotation,21.9,0.7591360920817577,16.625080416590492,58.0,42.0,72.0,True,1627747.0,1627747
MIL,Brayden Burries,rotation,22.7,0.72,16.343999999999998,62.0,49.0,74.0,True,,name::MIL::brayden burries
MIL,A.J. Green,deep,33.1,0.35,11.584999999999999,68.0,56.0,78.0,True,1631260.0,1631260
MIL,Gary Trent Jr.,rotation,10.0,0.7497965908812854,7.497965908812853,35.0,20.0,50.0,True,718.0,718
MIL,Ousmane Dieng,deep,22.8,0.22400000000000003,5.107200000000001,42.0,25.0,59.0,True,1631172.0,1631172
MIL,Jericho Sims,deep,22.5,0.17920000000000003,4.032000000000001,32.0,16.0,49.0,True,1630579.0,1630579
MIL,Cormac Ryan,deep,27.6,0.13414634146341464,3.7024390243902445,20.0,9.0,34.0,True,1642504.0,1642504
MIL,Kasparas Jakučionis,deep,22.4,0.14336000000000002,3.2112640000000003,23.0,11.0,36.0,True,1642857.0,1642857
MIL,Kam Jones,deep,19.0,0.11468800000000003,2.1790720000000006,17.0,8.0,29.0,True,1642880.0,1642880
MIL,Rafael Castro,deep,13.4,0.09175040000000002,1.2294553600000004,16.0,6.0,28.0,True,,name::MIL::rafael castro
MIL,Malique Lewis,deep,13.4,0.08,1.072,15.0,6.0,27.0,False,,name::MIL::malique lewis
MIN,Anthony Edwards,starter,38.5,0.8836624416183473,34.02100400230637,66.0,56.0,76.0,True,1630162.0,1630162
MIN,Jaden McDaniels,starter,36.9,0.9214561074679504,34.00173036556737,70.0,60.0,78.0,True,1630183.0,1630183
MIN,Donte DiVincenzo,rotation,35.1,0.8696468849916535,30.52460566320704,68.0,57.0,77.0,True,1628978.0,1628978
MIN,Rudy Gobert,starter,33.5,0.9011239261937967,30.18765152749219,69.0,59.0,77.0,True,203497.0,203497
MIN,Ayo Dosunmu,starter,31.9,0.8084194429761182,25.78858023093817,64.0,52.0,74.0,True,1630245.0,1630245
MIN,LaMelo Ball,starter,33.7,0.6474076341044213,21.817637269318997,61.0,49.0,73.0,True,1630163.0,1630163
MIN,Josh Green,rotation,21.2,0.7327970466261924,15.535297388475279,58.0,44.0,71.0,True,1630182.0,1630182
MIN,Bones Hyland,rotation,21.0,0.6195099523206837,13.009708998734359,64.0,51.0,75.0,True,1630538.0,1630538
MIN,Terrence Shannon Jr.,rotation,17.2,0.46915351506456243,8.069440459110474,54.0,38.0,70.0,True,1630545.0,1630545
MIN,Trey Lyles,deep,19.7,0.35,6.895,60.0,46.0,73.0,True,1626168.0,1626168
MIN,Joan Beringer,rotation,12.6,0.4878048780487805,6.146341463414634,47.0,29.0,64.0,True,1642866.0,1642866
MIN,Jaylen Clark,deep,18.1,0.27999999999999997,5.068,59.0,46.0,73.0,True,1641740.0,1641740
MIN,Trey Kaufman-Renn,deep,14.4,0.22400000000000003,3.2256000000000005,34.0,18.0,51.0,True,,name::MIN::trey kaufman-renn
MIN,Isaiah Evans,deep,14.4,0.17920000000000003,2.5804800000000006,27.0,12.0,43.0,True,,name::MIN::isaiah evans
MIN,Enrique Freeman,deep,13.2,0.13414634146341461,1.7707317073170727,20.0,9.0,33.0,True,1642402.0,1642402
MIN,Rocco Zikarsky,deep,11.5,0.06097560975609756,0.7012195121951219,14.0,5.0,26.0,False,1642911.0,1642911
MIN,Zyon Pullin,deep,12.8,0.0509325681492109,0.6519368723098995,14.0,5.0,25.0,True,1642389.0,1642389
NOP,Saddiq Bey,rotation,32.8,0.885594381941401,29.04749572767795,65.0,52.0,75.0,True,1630180.0,1630180
NOP,Jeremiah Fears,rotation,27.7,1.0,27.7,71.0,60.0,79.0,True,1642847.0,1642847
NOP,Trey Murphy III,starter,36.2,0.7624880273991158,27.602066591847993,62.0,50.0,73.0,True,1630530.0,1630530
NOP,Derik Queen,rotation,27.1,0.9878048780487805,26.76951219512195,70.0,59.0,79.0,True,1642852.0,1642852
NOP,Yves Missi,starter,24.0,0.8400286944045913,20.16068866571019,65.0,53.0,75.0,True,1642274.0,1642274
NOP,Herbert Jones,starter,30.0,0.6555751861744936,19.66725558523481,58.0,45.0,71.0,True,1630529.0,1630529
NOP,Zion Williamson,starter,31.9,0.6165120994227656,19.666735971586224,58.0,45.0,72.0,True,1629627.0,1629627
NOP,Jordan Poole,rotation,25.6,0.7523098430766767,19.259131982762923,58.0,43.0,71.0,True,1629673.0,1629673
NOP,DeJounte Murray,starter,29.2,0.5566285940739899,16.253554946960506,53.0,40.0,65.0,True,1627749.0,1627749
NOP,Karlo Matković,rotation,17.8,0.6556671449067433,11.670875179340031,55.0,39.0,70.0,True,1631255.0,1631255
NOP,Bryce McGowens,deep,23.6,0.35,8.26,51.0,34.0,68.0,True,1631121.0,1631121
NOP,Micah Peavy,deep,17.9,0.27999999999999997,5.011999999999999,55.0,38.0,70.0,True,1642877.0,1642877
NOP,Jordan Hawkins,deep,16.4,0.22400000000000003,3.6736000000000004,37.0,20.0,54.0,True,1641722.0,1641722
NOP,Deandre Jordan,deep,15.4,0.17920000000000003,2.7596800000000004,28.0,14.0,44.0,True,201599.0,201599
NOP,Jaron Pierre,deep,12.7,0.14336000000000002,1.820672,22.0,10.0,36.0,True,,name::NOP::jaron pierre
NOP,Hunter Dickinson,deep,11.2,0.06097560975609756,0.6829268292682926,15.0,5.0,26.0,False,1630621.0,1630621
NYK,Mikal Bridges,starter,33.2,0.9993605442070279,33.17877006767333,73.0,65.0,80.0,True,1628969.0,1628969
NYK,Jalen Brunson,starter,36.0,0.8755323247791158,31.519163692048167,67.0,56.0,76.0,True,1628973.0,1628973
NYK,OG Anunoby,starter,35.6,0.7833279714115481,27.886475782251114,63.0,51.0,74.0,True,1628384.0,1628384
NYK,Josh Hart,starter,30.6,0.8613291353007073,26.356671540201646,66.0,56.0,75.0,True,1628404.0,1628404
NYK,Karl-Anthony Towns,starter,31.5,0.8007257682953391,25.222861701303184,66.0,56.0,75.0,True,1626157.0,1626157
NYK,Miles McBride,rotation,27.7,0.6592784688439723,18.262013586978032,57.0,41.0,72.0,True,1630540.0,1630540
NYK,Jose Alvarado,rotation,23.3,0.7469519231361224,17.40397980907165,60.0,46.0,73.0,True,1630631.0,1630631
NYK,Andre Drummond,rotation,21.8,0.7629829140000229,16.6330275252005,60.0,47.0,73.0,True,203083.0,203083
NYK,Landry Shamet,rotation,24.5,0.6369576868112258,15.605463326875032,55.0,40.0,70.0,True,1629013.0,1629013
NYK,Mohamed Diawara,rotation,13.0,0.8292682926829268,10.780487804878048,59.0,45.0,73.0,True,1642885.0,1642885
NYK,Jordan Clarkson,deep,18.0,0.35,6.3,53.0,36.0,69.0,True,203903.0,203903
NYK,Tyler Kolek,deep,15.1,0.27999999999999997,4.228,56.0,40.0,71.0,True,1642278.0,1642278
NYK,Tyler Nickel,deep,13.3,0.22400000000000003,2.9792000000000005,33.0,16.0,50.0,True,,name::NYK::tyler nickel
NYK,Jack Kayil,deep,13.3,0.17920000000000003,2.3833600000000006,27.0,13.0,42.0,True,,name::NYK::jack kayil
NYK,Pacôme Dadiet,deep,8.5,0.14336000000000002,1.21856,20.0,9.0,34.0,True,1642359.0,1642359
OKC,Shai Gilgeous-Alexander,starter,37.9,0.848183329144683,32.14614817458348,67.0,57.0,76.0,True,1628983.0,1628983
OKC,Cason Wallace,rotation,32.5,0.9148568882949103,29.732848869584586,68.0,56.0,77.0,True,1641717.0,1641717
OKC,Luguentz Dort,starter,31.3,0.8394615469210774,26.275146418629724,66.0,56.0,76.0,True,1629652.0,1629652
OKC,Chet Holmgren,starter,34.4,0.7327096558636819,25.205212161710655,64.0,52.0,74.0,True,1631096.0,1631096
OKC,Jalen Williams,starter,33.5,0.6851270545867717,22.951756328656852,58.0,45.0,72.0,True,1631114.0,1631114
OKC,Isaiah Hartenstein,starter,28.2,0.7092800444492713,20.001697253469448,60.0,47.0,72.0,True,1628392.0,1628392
OKC,Ajay Mitchell,rotation,31.2,0.5824964131994261,18.173888091822096,56.0,41.0,70.0,True,1642349.0,1642349
OKC,Jaylin Williams,rotation,24.7,0.7078611113785832,17.484169451051006,63.0,49.0,74.0,True,1631119.0,1631119
OKC,Alex Caruso,rotation,21.3,0.7040957192973603,14.997238821033774,56.0,42.0,70.0,True,1627936.0,1627936
OKC,Jared McCain,rotation,22.3,0.5961262553802009,13.29361549497848,59.0,46.0,73.0,True,1642272.0,1642272
OKC,Kenrich Williams,deep,19.4,0.27999999999999997,5.431999999999999,56.0,41.0,70.0,True,1629026.0,1629026
OKC,Aday Mara,deep,14.4,0.22400000000000003,3.2256000000000005,33.0,17.0,50.0,True,,name::OKC::aday mara
OKC,Thomas Sorber,deep,14.4,0.17920000000000003,2.5804800000000006,27.0,13.0,43.0,True,,name::OKC::thomas sorber
OKC,Nikola Topić,deep,19.8,0.12195121951219512,2.4146341463414633,18.0,8.0,30.0,True,1642260.0,1642260
OKC,Otega Oweh,deep,14.4,0.14336000000000002,2.0643840000000004,22.0,10.0,35.0,True,,name::OKC::otega oweh
OKC,Bennett Stirtz,deep,14.4,0.11468800000000003,1.6515072000000004,18.0,8.0,29.0,True,,name::OKC::bennett stirtz
OKC,Josh Dix,deep,14.4,0.09175040000000002,1.3212057600000005,16.0,6.0,29.0,True,,name::OKC::josh dix
OKC,Brooks Barnhizer,deep,13.4,0.08,1.072,16.0,6.0,28.0,True,1642964.0,1642964
ORL,Desmond Bane,starter,34.6,0.8383390273413943,29.006530346012244,67.0,57.0,76.0,True,1630217.0,1630217
ORL,Paolo Banchero,starter,35.8,0.8092977574071042,28.972859715174327,65.0,53.0,75.0,True,1631094.0,1631094
ORL,Anthony Black,rotation,31.5,0.8404053903552734,26.472769796191113,64.0,51.0,75.0,True,1641710.0,1641710
ORL,Wendell Carter Jr.,starter,31.4,0.8050460531105472,25.278446067671183,66.0,56.0,76.0,True,1628976.0,1628976
ORL,Tristan da Silva,rotation,27.3,0.9167862266857963,25.02826398852224,68.0,57.0,77.0,True,1641783.0,1641783
ORL,Nikola Vučević,rotation,28.2,0.8765874459685251,24.71976597631241,64.0,51.0,75.0,True,202696.0,202696
ORL,Franz Wagner,starter,31.7,0.696623748538881,22.082972828682525,56.0,43.0,69.0,True,1630532.0,1630532
ORL,Jalen Suggs,starter,29.3,0.6519160119299438,19.101139149547354,58.0,44.0,71.0,True,1630591.0,1630591
ORL,Jase Richardson,rotation,14.1,0.6585365853658537,9.285365853658536,53.0,38.0,69.0,True,1642859.0,1642859
ORL,Jonathan Isaac,rotation,13.2,0.6388127552718773,8.43232836958878,51.0,35.0,67.0,True,1628371.0,1628371
ORL,Goga Bitadze,deep,19.4,0.35,6.789999999999999,60.0,46.0,72.0,True,1629048.0,1629048
ORL,Jevon Carter,deep,18.8,0.27999999999999997,5.263999999999999,55.0,40.0,70.0,True,1628975.0,1628975
ORL,Noah Penda,deep,15.7,0.22400000000000003,3.5168000000000004,43.0,26.0,60.0,True,1642869.0,1642869
ORL,Jamal Cain,deep,15.3,0.17920000000000003,2.7417600000000006,27.0,13.0,42.0,True,1631288.0,1631288
ORL,Izaiyah Nelson,deep,13.1,0.14336000000000002,1.8780160000000001,22.0,10.0,35.0,True,,name::ORL::izaiyah nelson
ORL,Colin Castleton,deep,9.9,0.09175040000000002,0.9083289600000003,16.0,6.0,28.0,False,1630658.0,1630658
ORL,Alex Morales,deep,10.3,0.05,0.515,14.0,5.0,25.0,False,1631457.0,1631457
PHI,VJ Edgecombe,starter,38.4,0.9146341463414634,35.1219512195122,70.0,60.0,77.0,True,1642845.0,1642845
PHI,Jaylen Brown,starter,38.5,0.8311220507223581,31.99819895281079,66.0,55.0,75.0,True,1627759.0,1627759
PHI,Tyrese Maxey,starter,38.5,0.7943509512563938,30.58251162337116,64.0,52.0,74.0,True,1630178.0,1630178
PHI,Anfernee Simons,rotation,32.3,0.7193332982577495,23.234465533725306,58.0,44.0,72.0,True,1629014.0,1629014
PHI,Joel Embiid,starter,38.0,0.5145447527219075,19.552700603432484,46.0,33.0,60.0,True,203954.0,203954
PHI,Dean Wade,rotation,29.2,0.6668441877045124,19.47185028097176,59.0,45.0,72.0,True,1629731.0,1629731
PHI,Adem Bona,rotation,23.6,0.8005738880918221,18.893543758967002,66.0,55.0,76.0,True,1641737.0,1641737
PHI,Dominick Barlow,starter,31.7,0.582221986846793,18.45643698304334,66.0,56.0,76.0,True,1631230.0,1631230
PHI,Justin Edwards,rotation,21.6,0.6728837876614061,14.534289813486373,58.0,45.0,71.0,True,1642348.0,1642348
PHI,Caleb Love,deep,27.2,0.35,9.52,57.0,42.0,71.0,True,1631126.0,1631126
PHI,Rayan Rupert,deep,22.9,0.27999999999999997,6.411999999999999,60.0,45.0,73.0,True,1641712.0,1641712
PHI,Dalen Terry,deep,18.5,0.22400000000000003,4.144000000000001,48.0,31.0,64.0,True,1631207.0,1631207
PHI,Jabari Walker,deep,17.7,0.17920000000000003,3.1718400000000004,33.0,15.0,50.0,True,1631133.0,1631133
PHI,Ariel Hukporti,deep,15.4,0.14336000000000002,2.2077440000000004,23.0,11.0,37.0,True,1630574.0,1630574
PHI,LaBaron Philon,deep,15.4,0.11468800000000003,1.7661952000000005,17.0,7.0,30.0,True,,name::PHI::labaron philon
PHI,Johni Broome,deep,10.3,0.09175040000000002,0.9450291200000003,16.0,7.0,27.0,False,1641780.0,1641780
PHX,Miles Bridges,starter,33.0,0.8864974777118606,29.2544167644914,68.0,58.0,76.0,True,1628970.0,1628970
PHX,Devin Booker,starter,35.1,0.8235871510831893,28.907909003019945,64.0,53.0,75.0,True,1626164.0,1626164
PHX,Dillon Brooks,starter,31.9,0.7836587606887278,24.998714465970416,63.0,51.0,73.0,True,1628415.0,1628415
PHX,Oso Ighodaro,rotation,25.3,0.8945480631276901,22.63206599713056,69.0,58.0,78.0,True,1642345.0,1642345
PHX,Jalen Green,starter,29.6,0.756997616913712,22.407129460645876,62.0,51.0,74.0,True,1630224.0,1630224
PHX,Collin Gillespie,rotation,31.3,0.6451720681590377,20.19388573337788,68.0,57.0,78.0,True,1631221.0,1631221
PHX,Ryan Dunn,rotation,22.8,0.8737446197991392,19.921377331420373,65.0,52.0,75.0,True,1642346.0,1642346
PHX,Luke Kennard,rotation,23.0,0.7832586447219227,18.014948828604222,63.0,49.0,74.0,True,1628379.0,1628379
PHX,Jordan Goodwin,rotation,25.4,0.6156190659216463,15.636724274409815,61.0,47.0,74.0,True,1630692.0,1630692
PHX,Mark Williams,starter,27.0,0.5578028559598663,15.06067711091639,56.0,42.0,70.0,True,1631109.0,1631109
PHX,Pat Spencer,deep,21.0,0.35,7.35,62.0,49.0,74.0,True,1630311.0,1630311
PHX,Jamaree Bouyea,deep,18.2,0.2678064186879532,4.874076820120748,45.0,28.0,62.0,True,1631123.0,1631123
PHX,Rasheer Fleming,deep,15.7,0.22400000000000003,3.5168000000000004,41.0,24.0,59.0,True,1642853.0,1642853
PHX,Haywood Highsmith,deep,15.6,0.17920000000000003,2.7955200000000002,29.0,14.0,44.0,True,1629312.0,1629312
PHX,Koa Peat,deep,13.1,0.14336000000000002,1.8780160000000001,22.0,10.0,35.0,True,,name::PHX::koa peat
PHX,Khaman Maluach,deep,11.9,0.09175040000000002,1.0918297600000002,16.0,6.0,28.0,True,1642863.0,1642863
PHX,Koby Brea,deep,10.5,0.08,0.84,16.0,6.0,27.0,False,1642886.0,1642886
PHX,CJ Huntley,deep,13.1,0.05,0.655,14.0,5.0,25.0,False,1643047.0,1643047
POR,Toumani Camara,rotation,36.9,0.9516649961020158,35.11643835616438,70.0,58.0,79.0,True,1641739.0,1641739
POR,Deni Avdija,starter,37.1,0.8681964161125003,32.21008703777376,66.0,56.0,76.0,True,1630166.0,1630166
POR,Donovan Clingan,starter,31.1,0.8959827833572452,27.86506456241033,70.0,61.0,78.0,True,1642270.0,1642270
POR,Shaedon Sharpe,rotation,35.1,0.6909766689455287,24.253281079988056,57.0,42.0,71.0,True,1631101.0,1631101
POR,Damian Lillard,starter,30.5,0.7638935007182817,23.29875177190759,61.0,49.0,73.0,True,203081.0,203081
POR,Jrue Holiday,starter,28.5,0.7599246343611891,21.65785207929389,60.0,47.0,72.0,True,201950.0,201950
POR,Scoot Henderson,rotation,27.7,0.5934959349593496,16.439837398373985,54.0,40.0,69.0,True,1630703.0,1630703
POR,Ja Morant,starter,31.6,0.46075084778607045,14.559726790039827,47.0,34.0,61.0,True,1629630.0,1629630
POR,Sidy Cissoko,rotation,23.2,0.5417084307829381,12.567635594164162,67.0,55.0,76.0,True,1631321.0,1631321
POR,Robert Williams,rotation,21.1,0.4631463451853718,9.772387883411346,55.0,40.0,70.0,True,1629057.0,1629057
POR,Vít Krejčí,deep,25.3,0.35,8.855,59.0,44.0,71.0,True,1630249.0,1630249
POR,Micah Potter,deep,21.5,0.27999999999999997,6.02,48.0,31.0,64.0,True,1630695.0,1630695
POR,Branden Carlson,deep,15.1,0.22400000000000003,3.3824000000000005,39.0,22.0,55.0,True,1642382.0,1642382
POR,Yang Hansen,deep,11.5,0.17920000000000003,2.0608000000000004,28.0,14.0,43.0,True,1642905.0,1642905
POR,Chris Youngblood,deep,9.9,0.14336000000000002,1.4192640000000003,21.0,9.0,34.0,False,1642959.0,1642959
POR,Jayson Kent,deep,8.6,0.06097560975609756,0.524390243902439,14.0,5.0,26.0,False,1643257.0,1643257
SAC,Maxime Raynaud,rotation,29.9,0.9024390243902439,26.98292682926829,67.0,54.0,76.0,True,1642875.0,1642875
SAC,Nique Clifford,rotation,29.2,0.9024390243902439,26.351219512195122,67.0,55.0,76.0,True,1642363.0,1642363
SAC,Darius Acuff,starter,30.8,0.85,26.18,68.0,58.0,76.0,True,,name::SAC::darius acuff
SAC,Keegan Murray,starter,37.8,0.6806254995041068,25.727643881255233,60.0,47.0,72.0,True,1631099.0,1631099
SAC,Zach LaVine,starter,34.7,0.6584853213205866,22.849440649824356,55.0,42.0,68.0,True,203897.0,203897
SAC,Domantas Sabonis,starter,32.7,0.6944929507647877,22.70991949000856,60.0,48.0,72.0,True,1627734.0,1627734
SAC,Precious Achiuwa,rotation,27.8,0.8143056096104382,22.637695947170183,65.0,53.0,75.0,True,1630173.0,1630173
SAC,Malik Monk,rotation,26.7,0.8122674066346772,21.68753975714588,61.0,48.0,73.0,True,1628370.0,1628370
SAC,De'Andre Hunter,starter,28.9,0.6639190247140367,19.18725981423566,57.0,44.0,71.0,True,1629631.0,1629631
SAC,Dylan Cardwell,deep,24.7,0.35,8.645,51.0,34.0,68.0,True,1642928.0,1642928
SAC,Daeqwon Plowden,rotation,30.3,0.25968436154949787,7.868436154949785,45.0,30.0,61.0,True,1631342.0,1631342
SAC,Alex Karaban,deep,13.4,0.22400000000000003,3.0016000000000007,33.0,16.0,51.0,True,,name::SAC::alex karaban
SAC,Emanuel Sharp,deep,13.4,0.17920000000000003,2.4012800000000003,27.0,13.0,43.0,True,,name::SAC::emanuel sharp
SAC,Adam Flagler,deep,12.4,0.14336000000000002,1.7776640000000001,22.0,10.0,36.0,True,1641745.0,1641745
SAC,Jonathan Mogbo,deep,10.1,0.11468800000000003,1.1583488000000002,17.0,8.0,30.0,False,1642367.0,1642367
SAC,Isaiah Stevens,deep,16.4,0.05,0.82,14.0,5.0,25.0,True,1641815.0,1641815
SAS,Stephon Castle,starter,29.5,0.89454806312769,26.389167862266856,67.0,56.0,76.0,True,1642264.0,1642264
SAS,De'Aaron Fox,starter,30.0,0.8385089976684932,25.155269930054796,65.0,54.0,75.0,True,1628368.0,1628368
SAS,Julian Champagnie,starter,27.7,0.8737879502758706,24.203926222641616,72.0,64.0,79.0,True,1630577.0,1630577
SAS,Devin Vassell,starter,30.3,0.7781125943708955,23.576811609438135,63.0,52.0,74.0,True,1630170.0,1630170
SAS,Tobias Harris,rotation,27.1,0.8574661722591145,23.237333268222002,63.0,49.0,75.0,True,202699.0,202699
SAS,Harrison Barnes,rotation,23.6,0.9646389113439855,22.76547830771806,67.0,54.0,76.0,True,203084.0,203084
SAS,Victor Wembanyama,starter,30.9,0.7294242120503397,22.539208152355496,60.0,48.0,72.0,True,1641705.0,1641705
SAS,Keldon Johnson,rotation,23.4,0.8988325744345429,21.032682241768303,66.0,54.0,76.0,True,1629640.0,1629640
SAS,Dylan Harper,rotation,22.8,0.8414634146341463,19.185365853658535,62.0,50.0,74.0,True,1642844.0,1642844
SAS,Luke Kornet,rotation,20.9,0.7367224817229845,15.397499868010375,64.0,51.0,74.0,True,1628436.0,1628436
SAS,Carter Bryant,deep,13.9,0.35,4.865,60.0,46.0,72.0,True,1642868.0,1642868
SAS,Tarris Reed Jr.,deep,12.4,0.27999999999999997,3.4719999999999995,42.0,26.0,60.0,True,,name::SAS::tarris reed jr.
SAS,Maliq Brown,deep,12.4,0.22400000000000003,2.7776000000000005,32.0,16.0,49.0,True,,name::SAS::maliq brown
SAS,Jayden Quaintance,deep,12.4,0.17920000000000003,2.2220800000000005,27.0,12.0,42.0,True,,name::SAS::jayden quaintance
SAS,Ja'Kobi Gillespie,deep,12.4,0.14336000000000002,1.7776640000000001,22.0,11.0,35.0,True,,name::SAS::ja'kobi gillespie
SAS,Jordan McLaughlin,deep,8.8,0.09175040000000002,0.8074035200000003,16.0,7.0,28.0,False,1629162.0,1629162
SAS,Emanuel Miller,deep,9.5,0.05882352941176471,0.5588235294117647,15.0,5.0,26.0,False,1641801.0,1641801
TOR,Scottie Barnes,starter,37.1,0.8774304049971372,32.55266802539379,68.0,58.0,77.0,True,1630567.0,1630567
TOR,Immanuel Quickley,starter,35.8,0.7676464861599542,27.48174420452636,64.0,53.0,74.0,True,1630193.0,1630193
TOR,Jamal Shead,rotation,26.8,0.9648493543758967,25.857962697274033,71.0,61.0,80.0,True,1642347.0,1642347
TOR,RJ Barrett,starter,34.1,0.7557966668204448,25.772666338577167,60.0,47.0,72.0,True,1629628.0,1629628
TOR,Kawhi Leonard,starter,33.6,0.6877318456090633,23.107790012464527,59.0,46.0,72.0,True,202695.0,202695
TOR,Jakob Poeltl,starter,27.8,0.7028713216134377,19.53982274085357,56.0,43.0,70.0,True,1627751.0,1627751
TOR,Ja'Kobe Walter,rotation,24.8,0.7776183644189383,19.28493543758967,63.0,50.0,74.0,True,1642266.0,1642266
TOR,Collin Murray-Boyles,rotation,26.6,0.6951219512195121,18.490243902439023,60.0,46.0,73.0,True,1642867.0,1642867
TOR,Allen Graves,rotation,24.2,0.72,17.424,62.0,48.0,74.0,True,,name::TOR::allen graves
TOR,Kyle Anderson,rotation,22.1,0.7456772508743722,16.479467244323626,58.0,44.0,72.0,True,203937.0,203937
TOR,Jaden Bradley,deep,14.3,0.35,5.005,44.0,27.0,61.0,True,,name::TOR::jaden bradley
TOR,Trayce Jackson-Davis,deep,14.2,0.27999999999999997,3.9759999999999995,50.0,33.0,66.0,True,1631218.0,1631218
